q0,q1,q10,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q11,q110,q111,q112,q113,q114,q115,q116,q117,q118,q119,q12,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q13,q130,q131,q132,q133,q134,q135,q136,q137,q138,q139,q14,q140,q141,q142,q143,q144,q145,q146,q147,q148,q149,q15,q150,q151,q152,q153,q154,q155,q156,q157,q158,q159,q16,q160,q161,q162,q163,q164,q165,q166,q167,q168,q169,q17,q170,q171,q172,q173,q174,q175,q176,q177,q178,q179,q18,q180,q181,q182,q183,q184,q185,q186,q187,q188,q189,q19,q190,q191,q192,q193,q194,q195,q196,q197,q198,q199,q2,q20,q200,q201,q202,q203,q204,q205,q206,q207,q208,q209,q21,q210,q211,q212,q213,q214,q215,q216,q217,q218,q219,q22,q220,q221,q222,q223,q224,q225,q226,q227,q228,q229,q23,q230,q231,q232,q233,q234,q235,q236,q237,q238,q239,q24,q240,q241,q242,q243,q244,q245,q246,q247,q248,q249,q25,q250,q251,q252,q253,q254,q255,q256,q257,q258,q259,q26,q260,q261,q262,q263,q264,q265,q266,q267,q268,q269,q27,q270,q271,q272,q273,q274,q275,q276,q277,q278,q279,q28,q280,q281,q282,q283,q284,q285,q286,q287,q288,q289,q29,q290,q291,q292,q293,q294,q295,q296,q297,q298,q299,q3,q30,q300,q301,q302,q303,q304,q305,q306,q307,q308,q309,q31,q310,q311,q312,q313,q314,q315,q316,q317,q318,q319,q32,q320,q321,q322,q323,q324,q325,q326,q327,q328,q329,q33,q330,q331,q332,q333,q334,q335,q336,q337,q338,q339,q34,q340,q341,q342,q343,q344,q345,q346,q347,q348,q349,q35,q350,q351,q352,q353,q354,q355,q356,q357,q358,q359,q36,q360,q361,q362,q363,q364,q365,q366,q367,q368,q369,q37,q370,q371,q372,q373,q374,q375,q376,q377,q378,q379,q38,q380,q381,q382,q383,q384,q385,q386,q387,q388,q389,q39,q390,q391,q392,q393,q394,q395,q396,q397,q398,q399,q4,q40,q400,q401,q402,q403,q404,q405,q406,q407,q408,q409,q41,q410,q411,q412,q413,q414,q415,q416,q417,q418,q419,q42,q420,q421,q422,q423,q424,q425,q426,q427,q428,q429,q43,q430,q431,q432,q433,q434,q435,q436,q437,q438,q439,q44,q440,q441,q442,q443,q444,q445,q446,q447,q448,q449,q45,q450,q451,q452,q453,q454,q455,q456,q457,q458,q459,q46,q460,q461,q462,q463,q464,q465,q466,q467,q468,q469,q47,q470,q471,q472,q473,q474,q475,q476,q477,q478,q479,q48,q480,q481,q482,q483,q484,q485,q486,q487,q488,q489,q49,q490,q491,q492,q493,q494,q495,q496,q497,q498,q499,q5,q50,q51,q52,q53,q54,q55,q56,q57,q58,q59,q6,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q7,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q8,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q9,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99
u10,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.96694390174327,,,,,,,,,,,,,,,,,,,,50.877065391587486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.75439214761344,,,,44.13625411648482,,,,49.61218708318928,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.44763178800766,,,,56.95897254579283,,,,,,,,,,,,,50.940008763765455,,,,,,,,,,,,,,,,,,,,,,50.09293285519076,,,,,,,39.863956910682234,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,52.81140659352622,,,,,,,,,51.33000196326267,0.0,,,,,,,,48.96188580557571,,,56.55696448021992,,,,,44.30030434407109,,,,,,,,,,,48.4384781359311,,,,,,,,,,,,48.17361883560436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.378663680293755,,,0.0,,,,,,,,,,,,,,,,48.783399250861365,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,47.602288081815345,,,,49.2195460539872,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.944323859694734,,,,,,,,,,,48.82040397514064,,,,,,,,,,,,,,,44.48183887504606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,51.984711500875704,,,54.2232260845157,,,
u11,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,59.57831396909482,,48.836487071320725,,52.85060604670355,,,,44.71070206532052,47.89148452700969,,,,,,,,,,,,,45.08764668612421,,,,,48.86347160693151,,,,49.10721684589156,,,,,,,,,,,,,,,,,,,,,,,0.0,,,44.32149987952837,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,53.45054556741453,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,41.567397305021885,,,,,,44.973683561871006,,,,,,,,,,,,,,47.78644165280504,,,,,,,,,,,,,,,48.801991687103566,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,50.30129719703727,,,,49.887101437920954,,,,,,,,,,,,,,,,,,,,,,,,,,50.597965165280236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1561709915589,,,,,0.0,,,53.76946831021038,,,,43.12043834790028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,49.57130739483618,,,,,,,,,,,0.0,,57.456213297712765,,,,,,,,,,57.58478560854905,,0.0,,,,,,,,,,,,,,,,,,,52.15028544838343,,,62.64231227160458,,,,,,,,42.586909114879184,,,,,,,,,,48.387683783121375,62.74498233828331,48.827145468626874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.65097233099359,,,,,57.62470043908984,,,,,,,,,,,,,,,41.30661143016257,,,,,
u12,,58.52687830533242,,,,,,,,,53.60842482789756,,,,,,,,,,47.4675794832045,,,,,0.0,,,,,51.95236192154943,,,53.78913574376262,,,,,,,,,,,,,,,,56.59087051933812,,,,,,,,,,,46.258834408713696,,,,,,,,,,,,,0.0,,,,,,,,,,,46.92551430124366,,,,,,48.07485764143156,49.9589086470701,,,,0.0,,,,,,0.0,,,,,,,,,,,,,44.411149247019736,,,,,46.55894034852315,,,,,,,,44.147209938814015,,,,,54.21268540819103,,,,0.0,,,,,,,,,,47.118787684773125,47.14803154542717,,,,,,49.88598597757217,,,,,,,,,,,,,,,,,47.34588928715667,,,,47.883851007475094,,48.570954408824605,,48.16887310254707,,,,,51.752672752160024,,,,,,53.1013768294182,,,,,,,,,51.2167703131468,,,,,,,,,,,,0.0,,,39.33619975902415,,,,,,0.0,,,,,,,,,,,,,,,,,,50.65629931336664,,,,,,,,,,,,,,,,,,,,,,,,45.75005210514141,,,,50.222227025290074,,,,,,,,48.714285949433645,,,,,,,,,,,,,,,,,,,,,,46.65387461624994,,,,58.638894484619854,,,,,,52.35261547378511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.040154298796075,,,,,,,52.30408305227764,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.00253921681472,,,56.84022063627047,,,,,45.7335574682672,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.465636891056675,48.042015919431435,,,,,,,,,,,,,,,,,,,,,,,,,47.552190180854815,,,,,,,,,,,,,,,,,,48.3632651227322,,,,,,
u13,49.172865689563174,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,54.266650029382035,,,51.73016783618332,48.25686830238876,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,48.12102391049723,,,,,,,,,,,,,,,,,,,,,,,,,,49.572308878726574,,,,,,,,,,0.0,,,,,,,,,,,,,57.58908997164077,,,,,,,54.05772029651746,,56.36493197700585,,,39.185117157907655,,,,,,,,,,,,,,,,,,,,,,,56.42831256837317,,,,,,0.0,,,,,,,,,,,,,,0.0,,48.45327952277514,,,,54.44753112255612,,,,,0.0,,,,,,,,,,,,60.51070422118951,,,,,,,,,,,56.71905109362706,,,,,,,,,,,,,49.93340294473481,,,,,,,,,,,46.51508789850191,,,,,,45.18336087890311,,50.00754637313427,,,,,,,,,,0.0,,,,0.0,,,,,,,,,48.05134309011672,,,,0.0,,,0.0,,,,,,,,,50.55263770669987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.05781794267171,,,,,,,,,,,,,,,,,,,,,,,52.195271612522774,,,,,,,,,,,,,,,,,44.56008323425626,,,,,,,,,,,,,,,,,,,,56.182214828068055,49.284775434473595,,38.792836036104276,,,,,,,0.0,41.230325776402466,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,49.24904245909933,,,,56.802811445295774,,,,,,,,,,,,,,,,,,53.49787490703551,,,,,,,50.24720535082728,,,,
u14,,,0.0,,,,,,45.27231256182387,,,,,,,,58.84340252807797,,,,,,,,,,,,,0.0,,,,,52.3751167540934,,,,,,,,,,,,,48.59047620532782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.50345114439966,,,,,50.36754192209386,,,,,,51.13806152980099,,,,,,,,,,,,,,,,,,0.0,,,,,,,,48.85037799345512,,,,,,49.25134983530616,,,,,,,,,,,,,,,,,,,,,,44.02561228652454,,,,,,,,,,,,,,,,,41.631073966119736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,43.84921710034696,,,,,,47.8908660454266,,,,,52.40955379056498,,,,,,,,,,,,,,,,,,,,,,,,,,,45.87414766469607,,,,,,,,,,,,,,,58.71063968683797,,,,,,,,,,50.51727148740798,,,,,,,,,,,,,,53.44128091070274,,47.37339515847458,,42.69281444654755,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,48.07321644603275,,,,,,,,,52.56257225482452,,0.0,,41.93157761003769,,,,,,,,,,53.619497971106014,48.976598185960846,,,0.0,,,,,,,,,56.76832923057236,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,46.935322906975635,,48.47251392670885,,,,0.0,,,,,,,49.542324578185884,47.33341902691266,,,0.0,,,,,,0.0,51.22105759613052,,,,,,55.808802656534304,49.958038243749584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u15,,,0.0,,,,,,,,52.15333882511062,,0.0,,,,,,,,,,,,56.68074691715086,0.0,,,,,,,,,52.209284841487474,,,,49.39355512006232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.09885683695049,,,,,50.44609829928722,52.12481936794606,,41.09325858012868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.24768500841539,,,,,,,,,,,,45.547818143301065,,,,,,,,,,,,,,,,,,,,50.6414987269217,,,,,,49.54474599744733,,,,,,,,,,,,,,,,,,,,,,,50.4450922924353,,,,37.75134859983708,,,,,,,,,,,,55.32858540679402,,,,50.09552250208954,,,,,,,,,,,,,,,,,,,,,,,,,47.1522458110509,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37295624763131,,,,,,51.41901838960428,,,,,52.61319032477651,,,,,,,,,,,,,43.82861199218576,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,46.19336027629715,,,,,,,,,,49.199433940724305,,,,38.89389625476237,,,,,,,,,,46.8826719057654,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,44.411013116022474,,,,,,0.0,,,,,,,,,46.72092794273171,,,,,,,,,,53.91983777481024,,,,,56.751829647670654,,,,,,,,,,,,,,,,51.57951594580428,,,,,,55.297213989187696,,,,,,,,,,,,,,,47.315803062302265,,,,,,,,,
u16,,49.444646173850664,0.0,,,,,,,,,,,,,,53.54291574040222,,,,,,,,,0.0,,,,,,47.617857436792875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.036970702464075,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,46.719245238948496,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,61.3307408366861,,,,,,0.0,,,49.068556597354124,,,40.51096462021657,,,,,,,,,,39.105799825105244,,51.47128209273078,,,,,,,,,,,0.0,52.96882217032236,,,,,,,60.85647197251685,,46.66846651991893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.04906591820811,,,,,,,,0.0,0.0,,,,,0.0,,,,,51.73109784919787,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,60.65825898924857,,,,,,,,,,,,,0.0,,,,,,,,,55.15786709029689,,,49.078130275772985,,,,,,,,,,,,46.16748885623699,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,52.36299600101391,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,44.871500411838745,,,,51.14394304086304,,,,,,,44.44484582901021,0.0,,,,,,,,,,,,56.91682136845478,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,48.328287238514484,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,
u17,,,,,,49.12428290968704,,0.0,,,,47.93144594569712,,49.153925180283785,,,43.70721423886871,,0.0,,,0.0,,,,,,,,,,,,47.72499741326084,53.40939852353322,,,,48.81406717085708,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.745370990886165,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,55.082564846419785,,,,,,,,,,,0.0,,,,,,,,55.22827860544591,,,46.12167432967098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54833673088296,,,,,,,,,50.50501441620135,,,,49.704119712577146,0.0,51.72753502440215,,,,,,,,,,,,,,,,49.44285800621757,,,,,,0.0,,,,,,,,,,,,,,,,,,,56.86776115231372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.66461047942604,,,,,,,,,,,,,50.44255731830124,,43.21692998733102,,,,,,,,,,54.08911349020469,,,,,,,,,,,47.08280040336267,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2923064297556,,,,,,49.84042018466002,,,,,,,,,,,,,,,53.211359808042964,,,,,,,,,0.0,,,,59.82293006168118,,,,,,,46.37624094271176,43.18910385321334,,,,,,,,52.67476688971493,69.45433222089817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.41249310866972,,,,,,,,,,,,,,,,51.648788455441185,,,,,,,,49.34954606169959,,,,0.0,,,,,,,,,,,,43.11859043381241
u18,,,,,,46.81056160868516,,,,,56.338159976903256,,,,49.3206245773781,,,,,,,,,,52.30110761432294,,,,,,,47.48064175386383,,,,,,,,,,,,,,,,,,,,,55.5384183408199,,,,,,,,,,,,45.764473907699305,,,,,,,,,,,48.81073398264227,,,48.811653526011675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48.82700786843958,,,,,,,,,,,,,,49.574755865614485,0.0,,,47.506936912447316,52.75364255323017,,,,,,,,47.37249932084802,,,,,,,,,,,,,,,,,,,,,,,,,49.5970028947208,,,,,,,,,0.0,,,,,51.62331910733697,,,,,,,,,,,,,,,45.330997355946494,,,,,,0.0,,45.07680047847964,,,,0.0,52.12089574662931,,,,,48.112374806750545,,,,,,,,,,,48.63852612736056,54.19460854940435,,,,,,,,,,0.0,,,,,,,,,41.40614451775171,50.24116420172383,,,,,,53.99006646588116,,,,,,,,,,,,,,,,,,,46.34449107469071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.17610342709412,,,,,,,,53.6217911882356,,,,,,,,,,,,,,,,,,,53.27105673631807,0.0,,,,,,,,,,,,,,0.0,,,50.50913620324899,0.0,,,55.580645413132764,,,,0.0,,,,,,,,,,,,,,46.24680002702996,,,,,,,,,,,,52.91213249436957,,,,44.31415556742532,,,,,0.0,,47.78126000549521,,,,48.954185342266385,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,52.92301186086969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u19,,48.61495828686593,,,,,49.961525024448406,,55.303698509116785,,,,0.0,48.471059296446064,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,56.018295402667505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.27735571335139,,,,,,,,,,,,,,54.21015397444923,,,,,,,55.282191151433864,46.30976970984095,,,,,,,,53.04226246123149,,,,,,,,,,,,,,,,43.299935604722194,,,55.31117340336038,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,47.52849677662029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.10631113754424,0.0,,,,,,,,,51.347155938089834,47.568990369426245,,,,,,,,,,,,,,,,,0.0,,,,,42.05879327443491,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.03620740015313,,,,,,,,,,,,,,,,,,,48.83581370374619,,,,,,,,,55.3739775809931,,,,48.225280513268835,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,46.64606936506683,,,,,,,,,,,,,,,,,,,,54.70404787295206,0.0,,,,,,51.131254516151465,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,48.5315039679621,,,,,,,,,,,,43.6908039245492,,,42.53818029443593,0.0,,,,,,,
u20,,,,,,,,,57.336634028356,,,48.56534184444417,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,58.59468564697214,,,,,,,,51.9634784927659,,,52.186859771908416,,,,,,52.41061601512412,,,,,,,51.06061493235267,,,,,,,,,,,,,0.0,,,,,37.31217136160614,,,39.379728925509994,,,0.0,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.68847858845927,,,,,,,,,0.0,,,,,,,,,,,,,50.26858029650468,51.9395833016559,,,,44.14815740838378,,,,,,,,,,52.248336205583065,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,52.86006067579464,49.112799443064745,,,,,0.0,49.832845815822154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,49.64197952548999,45.27759025255094,,,,,,,,,,,,49.13970427196063,,,,,,,,,,,,49.10786051668425,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,50.93363396670881,0.0,53.58889349733372,,,,,,,,,,,,60.01240060056803,,,,,34.60651580042566,,53.829991459346765,,,,,,,,,,,,,44.19252862330253,,,,,53.492380530162734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.04786956781163,,,,,,,,,,0.0,,,,,,,50.49468009986948,,,,53.472298449240235,,,,,,,52.488866147858865,,,0.0,,,,,,,,,,,,48.33888791658454,,,,,50.35168628443732,,,,,,,,,,,,,,,,,,,46.666946153737776,,,,0.0,,,,,,,
u21,,,,,,,,,,,,,,,,,49.4044059517606,,,,55.734500629561516,,,,,,0.0,,,,,45.523107796846965,,,,,,,,,,,,,,,,48.94550137209615,,,,,,,,,,,,,,,,,,,,,,,,,50.78482146038033,,,,,,,,,,,,,41.142379798118576,,,,,,,,,,,,,,,,,,0.0,0.0,,,,46.55123752287045,,,,,,49.5417459543754,,,,0.0,,,0.0,0.0,,,,,51.571488895665674,47.51619269193228,,,,,,,,,,,,,61.12524305760262,,,,,58.04486735476294,,0.0,,,,,,,,50.35254424190021,49.05447710203144,,,,,,,,41.32151967464536,,,,,,0.0,,,,0.0,,,,,,,,,,,,47.61032671872328,,,,,,,,51.489101792146315,,,,,,,0.0,,,52.98931773923396,,,,44.950554262385296,,,,,,,,,,,,,,,50.82596451149284,,0.0,,,,,,,,,0.0,,,0.0,54.39144051692725,,43.40141534974308,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,41.02294446030903,53.08610951341547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.54723909572816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.96674134625823,,54.242259021170575,,,,,52.874350785033066,,,,,,,,,,,,0.0,,,,,,,,54.72540773482903,,0.0,,,,,,,52.9039029761044,,,,,,41.902616396081044,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,54.023265698356376,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,46.494935466278676,,,,,,,,,45.061154675323706,,,,,,,,,,,0.0,,0.0,,,48.76488050772221,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,57.47264484652925,,44.4543502493719,,,,54.56640050308436
u22,,,,,,46.008522629539925,,,,,,52.353305702595996,,,,,,,,42.681679324607856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.99475161205517,,,,,,,44.534119945831264,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,49.500133328616414,,,,,,,,,,,0.0,,,48.56006895228239,,43.80730128229539,,,,,,,,,0.0,,,,57.58730865226462,45.93903182366406,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,45.00212083922838,,,,55.879921037115864,,,,,,,,49.62026289707881,,,,,,,,,,,,,,,,,,,,,,55.292310878733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.13600525273205,,,,,,47.548021008282916,,,,,,,,,,,,,49.305475400351966,,,,,,,,,,,,,,,,,,46.85885690005742,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,61.36325144680859,,,,,,,,,,,,49.852255757834634,,0.0,,,,,,,,,47.85115904307082,,,,,,,,,,,,,,,,,,,48.09777180921996,0.0,50.66930109386427,,52.95036360786027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,47.1508538538436,,,,,,,,,,,,,0.0,,56.34829391423607,,,,,,,,,48.34912934094025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.52603412759379,,,,,0.0,,,0.0,,,,,0.0,,,,45.07514345746035,,,,,,
u23,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.34342797231711,,,,,,54.57299081687895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,46.96774305779633,,,,,,,,,,,,,,,,,,,,,,,,,,48.699690599282086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.284145077180526,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,50.07056278079394,39.34885116525531,,,,,,,,,,,,0.0,,,,,,,,47.59883751645073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,51.98252205121791,,,,,,,,,,,52.82767490644368,,,,49.44125945554674,,,,,,,,,,,,,43.64073693987086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,51.97694521465359,,,,,,,,,,,53.07067049166395,,,,,,,,,46.584788749362964,,,49.27628108873898,,,,,,,,,,,55.18453661971734,,,,,55.837436750060284,48.800578022962966,,,,,,,,,,,,,,,,,,,,,,,,,50.826547109487734,,49.24329167099772,,,,,,,,,,,,,,,,,,53.50027089693731,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,48.969030065760094,,,,,,0.0,,,,,,,,,,,,,,,
u24,,,,,,,,,,,,,,,,,54.44990986672373,,,54.03758226369595,54.23147986503732,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,53.699287314656345,,,,,,,,,,,,,,,48.63599339178476,,,,,,,,,,,,,57.13424197180447,,50.35295132625574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.83167826366351,0.0,,,,,,,,,,,,,,,,,,40.877035322354985,,,,,,,,52.29400130802414,,,46.559259077770115,,,,,,,,,,,,,,,,,,,,,,,,46.21787054113736,,,,,,,,,,58.806031710254345,,44.16502642246527,,58.22243864377812,,,,,,,,,,,,,,,,,,,,,,,,,,54.23055672588655,,50.70119486816906,,,,,,,,,,,,0.0,,,,,43.28618665060001,,,,,,0.0,,,,,,,52.84211529440133,,0.0,,,41.977126956925225,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.11727101698044,,,,,,,,,,,,,,,,,,,,,,0.0,,,53.19750984083888,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.78296735494607,,0.0,,,,,,,,,,,,,,,,,,48.79342448354022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,43.00850645216088,,,,,,,0.0,54.530003359067194,,,,,,,,,43.21409427117375,,,,50.542488369867684,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,57.14303138814309,,51.04389999404646,,,,,,,,,,,,,,
u25,,,,,,,,,55.33376533539463,,54.74875241079589,,,,,,,,,,,,,,,0.0,0.0,,,,,39.01916729774396,53.251455162207094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.74404727525126,,,,,,,,,,,,,,,,,,,,,,54.19241738101393,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,51.62240672461181,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,48.52532024627713,,,,,,,,,,,,,,,,,,,,,,53.35068881133171,,,,,,,,,,,,,,46.463226320624784,,,,,,58.13011746528461,45.88190604996447,,,46.71610847725849,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,53.109089558376006,,,0.0,57.86581200774913,,,0.0,0.0,,,,,,,,,51.30757208270859,,,,,,,,,,,,,,52.334744506141114,,,,,,,,47.493156088430716,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,52.144448653888816,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.944354082226205,,,,,,,,,,,,,,0.0,,,0.0,52.152202621982816,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,55.09840462732418,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53.35265125912767,,,,,,54.063480533411
